DEBUG 2019-09-24 21:35:00,082 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2019-09-24 21:35:29,290 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Found 15 classes define auto mapping attributes
DEBUG 2019-09-24 21:35:29,291 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - MediHub.Touchee.Models.TokenAuth.ExternalLoginProviderInfoModel
DEBUG 2019-09-24 21:35:29,337 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - MediHub.Touchee.Users.Dto.CreateUserDto
DEBUG 2019-09-24 21:35:29,341 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - MediHub.Touchee.Users.Dto.UserDto
DEBUG 2019-09-24 21:35:29,344 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - MediHub.Touchee.Tasks.CreateTaskInput
DEBUG 2019-09-24 21:35:29,345 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - MediHub.Touchee.Tasks.TaskDto
DEBUG 2019-09-24 21:35:29,348 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - MediHub.Touchee.Tasks.UpdateTaskInput
DEBUG 2019-09-24 21:35:29,349 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - MediHub.Touchee.Sessions.Dto.TenantLoginInfoDto
DEBUG 2019-09-24 21:35:29,350 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - MediHub.Touchee.Sessions.Dto.UserLoginInfoDto
DEBUG 2019-09-24 21:35:29,351 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - MediHub.Touchee.Roles.Dto.PermissionDto
DEBUG 2019-09-24 21:35:29,352 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - MediHub.Touchee.Products.Dto.CreateProductDto
DEBUG 2019-09-24 21:35:29,352 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - MediHub.Touchee.Products.Dto.ProductDto
DEBUG 2019-09-24 21:35:29,353 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - MediHub.Touchee.MultiTenancy.Dto.CreateTenantDto
DEBUG 2019-09-24 21:35:29,353 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - MediHub.Touchee.MultiTenancy.Dto.TenantDto
DEBUG 2019-09-24 21:35:29,354 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - MediHub.Touchee.Web.Views.Shared.Components.TenantChange.TenantChangeViewModel
DEBUG 2019-09-24 21:35:29,354 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - MediHub.Touchee.Web.Models.Roles.EditRoleModalViewModel
INFO  2019-09-24 21:36:10,881 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/  
INFO  2019-09-24 21:36:43,634 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Index", controller = "Home", area = ""}. Executing action MediHub.Touchee.Web.Controllers.HomeController.Index (MediHub.Touchee.Web.Mvc)
INFO  2019-09-24 21:36:43,994 [6    ] uthorization.DefaultAuthorizationService - Authorization was successful.
INFO  2019-09-24 21:36:44,323 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method MediHub.Touchee.Web.Controllers.HomeController.Index (MediHub.Touchee.Web.Mvc) - Validation state: Valid
INFO  2019-09-24 21:36:44,375 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method MediHub.Touchee.Web.Controllers.HomeController.Index (MediHub.Touchee.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.ViewResult in 29.2169ms.
INFO  2019-09-24 21:36:46,321 [9    ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executing ViewResult, running view Index.
INFO  2019-09-24 21:37:04,500 [6    ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executed ViewResult - view Index executed in 18477.1281ms.
INFO  2019-09-24 21:37:04,650 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/AbpServiceProxies/GetAll?v=637049577289466370  
INFO  2019-09-24 21:37:04,769 [28   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/AbpScripts/GetScripts?v=637049577289466370  
INFO  2019-09-24 21:37:04,934 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action MediHub.Touchee.Web.Controllers.HomeController.Index (MediHub.Touchee.Web.Mvc) in 21261.2407ms
INFO  2019-09-24 21:37:05,270 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 54389.8357ms 200 text/html; charset=utf-8
INFO  2019-09-24 21:37:05,305 [28   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetScripts", controller = "AbpScripts", area = ""}. Executing action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore)
INFO  2019-09-24 21:37:05,523 [9    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetAll", controller = "AbpServiceProxies", area = ""}. Executing action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore)
INFO  2019-09-24 21:37:05,916 [28   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) with arguments (, False) - Validation state: Valid
INFO  2019-09-24 21:37:06,490 [9    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) with arguments (Abp.AspNetCore.Mvc.Proxying.ApiProxyGenerationModel) - Validation state: Valid
INFO  2019-09-24 21:37:08,402 [9    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 1895.1481ms.
INFO  2019-09-24 21:37:08,720 [9    ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript
INFO  2019-09-24 21:37:08,776 [9    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) in 3233.7278ms
INFO  2019-09-24 21:37:08,792 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 4151.1913ms 200 application/x-javascript
INFO  2019-09-24 21:37:09,720 [25   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 3790.0764ms.
INFO  2019-09-24 21:37:09,767 [25   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript; charset=utf-8
INFO  2019-09-24 21:37:09,786 [25   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) in 4461.5306ms
INFO  2019-09-24 21:37:09,806 [25   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 5048.8144ms 200 application/x-javascript; charset=utf-8
INFO  2019-09-24 21:37:09,872 [25   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 POST http://localhost:5000/signalr/negotiate text/plain;charset=UTF-8 0
INFO  2019-09-24 21:37:10,331 [25   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 412.6415ms 200 application/json
INFO  2019-09-24 21:37:10,562 [23   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/signalr?id=1kqfAasj5L7pomXAxUwwEQ  
INFO  2019-09-24 21:37:13,519 [6    ] .AspNetCore.SignalR.HubConnectionContext - Completed connection handshake. Using HubProtocol 'json'.
DEBUG 2019-09-24 21:37:13,705 [6    ] Abp.AspNetCore.SignalR.Hubs.AbpCommonHub - A client is connected: {"ConnectionId":"1kqfAasj5L7pomXAxUwwEQ","IpAddress":"127.0.0.1","TenantId":null,"UserId":35,"ConnectTime":"2019-09-24T21:37:13.688753+07:00","Properties":{}}
DEBUG 2019-09-24 21:37:14,052 [6    ] Abp.AspNetCore.SignalR.Hubs.AbpCommonHub - A client is registered: 1kqfAasj5L7pomXAxUwwEQ
INFO  2019-09-24 21:38:46,951 [30   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/Account/Logout  
INFO  2019-09-24 21:38:47,035 [30   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Logout", controller = "Account", area = ""}. Executing action MediHub.Touchee.Web.Controllers.AccountController.Logout (MediHub.Touchee.Web.Mvc)
INFO  2019-09-24 21:39:07,487 [30   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method MediHub.Touchee.Web.Controllers.AccountController.Logout (MediHub.Touchee.Web.Mvc) - Validation state: Valid
INFO  2019-09-24 21:39:07,882 [30   ] tion.Cookies.CookieAuthenticationHandler - AuthenticationScheme: Identity.Application signed out.
INFO  2019-09-24 21:39:07,927 [30   ] tion.Cookies.CookieAuthenticationHandler - AuthenticationScheme: Identity.External signed out.
INFO  2019-09-24 21:39:07,947 [30   ] tion.Cookies.CookieAuthenticationHandler - AuthenticationScheme: Identity.TwoFactorUserId signed out.
INFO  2019-09-24 21:39:08,029 [30   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method MediHub.Touchee.Web.Controllers.AccountController.Logout (MediHub.Touchee.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.RedirectToActionResult in 521.1734ms.
INFO  2019-09-24 21:39:08,378 [25   ] ft.AspNetCore.Mvc.RedirectToActionResult - Executing RedirectResult, redirecting to /Account/Login.
INFO  2019-09-24 21:39:08,412 [25   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action MediHub.Touchee.Web.Controllers.AccountController.Logout (MediHub.Touchee.Web.Mvc) in 21356.8222ms
INFO  2019-09-24 21:39:08,483 [25   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 21512.1284ms 302 
INFO  2019-09-24 21:39:08,509 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/Account/Login  
INFO  2019-09-24 21:39:08,990 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Login", controller = "Account", area = ""}. Executing action MediHub.Touchee.Web.Controllers.AccountController.Login (MediHub.Touchee.Web.Mvc)
INFO  2019-09-24 21:39:09,039 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method MediHub.Touchee.Web.Controllers.AccountController.Login (MediHub.Touchee.Web.Mvc) with arguments (, , ) - Validation state: Valid
INFO  2019-09-24 21:39:09,071 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method MediHub.Touchee.Web.Controllers.AccountController.Login (MediHub.Touchee.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.ViewResult in 18.1363ms.
INFO  2019-09-24 21:39:09,274 [30   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executing ViewResult, running view Login.
INFO  2019-09-24 21:39:11,317 [30   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executed ViewResult - view Login executed in 1998.4681ms.
INFO  2019-09-24 21:39:11,408 [30   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action MediHub.Touchee.Web.Controllers.AccountController.Login (MediHub.Touchee.Web.Mvc) in 2384.1824ms
INFO  2019-09-24 21:39:11,478 [30   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 2925.2452ms 200 text/html; charset=utf-8
INFO  2019-09-24 21:39:11,527 [36   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/AbpServiceProxies/GetAll?v=637049577289466370  
INFO  2019-09-24 21:39:11,691 [37   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/AbpScripts/GetScripts?v=637049577289466370  
INFO  2019-09-24 21:39:11,892 [25   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/view-resources/Views/Shared/Components/TenantChange/Default.js?v=637049579511820370  
INFO  2019-09-24 21:39:11,993 [36   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetAll", controller = "AbpServiceProxies", area = ""}. Executing action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore)
INFO  2019-09-24 21:39:12,037 [37   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetScripts", controller = "AbpScripts", area = ""}. Executing action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore)
INFO  2019-09-24 21:39:12,070 [37   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) with arguments (, False) - Validation state: Valid
INFO  2019-09-24 21:39:12,116 [36   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) with arguments (Abp.AspNetCore.Mvc.Proxying.ApiProxyGenerationModel) - Validation state: Valid
INFO  2019-09-24 21:39:12,168 [36   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 0.5223ms.
INFO  2019-09-24 21:39:12,215 [36   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript
INFO  2019-09-24 21:39:12,236 [36   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) in 222.9661ms
INFO  2019-09-24 21:39:12,261 [36   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 810.6327ms 200 application/x-javascript
INFO  2019-09-24 21:39:12,595 [6    ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/view-resources/Views/Shared/Components/TenantChange/Default.js'. Physical path: '/Users/apple/Desktop/4.7.1 web/aspnet-core/src/MediHub.Touchee.Web.Mvc/wwwroot/view-resources/Views/Shared/Components/TenantChange/Default.js'
INFO  2019-09-24 21:39:12,625 [33   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 768.7724ms 200 application/javascript
DEBUG 2019-09-24 21:39:12,629 [30   ] Abp.AspNetCore.SignalR.Hubs.AbpCommonHub - A client is disconnected: 1kqfAasj5L7pomXAxUwwEQ
INFO  2019-09-24 21:39:12,853 [30   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 122318.7037ms 101 
INFO  2019-09-24 21:39:13,641 [34   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 1555.6482ms.
INFO  2019-09-24 21:39:13,669 [34   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript; charset=utf-8
INFO  2019-09-24 21:39:13,688 [34   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) in 1632.206ms
INFO  2019-09-24 21:39:13,709 [34   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 2073.5863ms 200 application/x-javascript; charset=utf-8
INFO  2019-09-24 21:39:21,927 [32   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 POST http://localhost:5000/Account/Login application/x-www-form-urlencoded 256
INFO  2019-09-24 21:39:22,008 [32   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Login", controller = "Account", area = ""}. Executing action MediHub.Touchee.Web.Controllers.AccountController.Login (MediHub.Touchee.Web.Mvc)
INFO  2019-09-24 21:39:22,496 [32   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method MediHub.Touchee.Web.Controllers.AccountController.Login (MediHub.Touchee.Web.Mvc) with arguments (MediHub.Touchee.Web.Models.Account.LoginViewModel, /, ) - Validation state: Valid
INFO  2019-09-24 21:39:25,582 [34   ] tion.Cookies.CookieAuthenticationHandler - AuthenticationScheme: Identity.Application signed in.
INFO  2019-09-24 21:39:25,606 [34   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method MediHub.Touchee.Web.Controllers.AccountController.Login (MediHub.Touchee.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.JsonResult in 3097.6628ms.
INFO  2019-09-24 21:39:25,727 [35   ] matters.Json.Internal.JsonResultExecutor - Executing JsonResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2019-09-24 21:39:25,798 [35   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action MediHub.Touchee.Web.Controllers.AccountController.Login (MediHub.Touchee.Web.Mvc) in 3771.1323ms
INFO  2019-09-24 21:39:25,819 [35   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 3891.2345ms 200 application/json; charset=utf-8
INFO  2019-09-24 21:39:25,951 [35   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/  
INFO  2019-09-24 21:39:26,027 [35   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Index", controller = "Home", area = ""}. Executing action MediHub.Touchee.Web.Controllers.HomeController.Index (MediHub.Touchee.Web.Mvc)
INFO  2019-09-24 21:39:26,049 [35   ] uthorization.DefaultAuthorizationService - Authorization was successful.
INFO  2019-09-24 21:39:26,071 [35   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method MediHub.Touchee.Web.Controllers.HomeController.Index (MediHub.Touchee.Web.Mvc) - Validation state: Valid
INFO  2019-09-24 21:39:26,088 [35   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method MediHub.Touchee.Web.Controllers.HomeController.Index (MediHub.Touchee.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.ViewResult in 0.1137ms.
INFO  2019-09-24 21:39:26,276 [34   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executing ViewResult, running view Index.
INFO  2019-09-24 21:39:27,957 [35   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executed ViewResult - view Index executed in 1678.026ms.
INFO  2019-09-24 21:39:28,012 [35   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action MediHub.Touchee.Web.Controllers.HomeController.Index (MediHub.Touchee.Web.Mvc) in 1932.2574ms
INFO  2019-09-24 21:39:28,034 [35   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 2079.4351ms 200 text/html; charset=utf-8
INFO  2019-09-24 21:39:28,136 [34   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/AbpServiceProxies/GetAll?v=637049577289466370  
INFO  2019-09-24 21:39:28,175 [35   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:5000/AbpScripts/GetScripts?v=637049577289466370  
INFO  2019-09-24 21:39:28,245 [34   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetAll", controller = "AbpServiceProxies", area = ""}. Executing action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore)
INFO  2019-09-24 21:39:28,269 [34   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) with arguments (Abp.AspNetCore.Mvc.Proxying.ApiProxyGenerationModel) - Validation state: Valid
INFO  2019-09-24 21:39:28,300 [34   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 0.2389ms.
INFO  2019-09-24 21:39:28,339 [35   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetScripts", controller = "AbpScripts", area = ""}. Executing action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore)
INFO  2019-09-24 21:39:28,364 [34   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript
INFO  2019-09-24 21:39:28,395 [34   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) in 119.7785ms
INFO  2019-09-24 21:39:28,414 [35   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) with arguments (, False) - Validation state: Valid
INFO  2019-09-24 21:39:28,428 [34   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 279.4238ms 200 application/x-javascript
INFO  2019-09-24 21:39:30,326 [35   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 1883.5106ms.
INFO  2019-09-24 21:39:30,376 [35   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript; charset=utf-8
INFO  2019-09-24 21:39:30,421 [35   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) in 2038.1192ms
